SWSTV-02,SWFO-01,SWDBT-02,SWFLL-01,JHMRB-03,JHFFB-02,JHRBF-04
0,0,0,0,0,0,0
หากไม่ต้องการสั่งซื้อให้ใส่ 0,,,,,,
